Gene,Drug,Partner Genes,Candidate Gene Pairs,Gene Pairs Tested,Epistasis Score HMP (-log10[P]),Max Epistasis Score (-log10[P]),Top Interaction for Gene,Top Interaction P-Value,Top Interaction FDR,Epistasis Score HMP FDR
FGF5,Camptothecin,13,114,9,0.5548511435484093,1.2552233491937201,EGF_del x FGF5_del,0.055561844,0.9704192287192774,0.35586773609332867
HLA-DOB,Camptothecin,98,855,58,0.5512029210066487,1.1671770900001361,CARD11_amp x HLA-DOB_amp,0.068049182,0.9708253183168545,0.35801528659533316
STAT4,Camptothecin,98,855,36,0.5471795149182285,1.151266890621319,HGF_amp x STAT4_amp,0.070588363,0.9708253183168545,0.3582338213263069
PPP2CB,Camptothecin,43,375,69,0.5460917530380062,1.281737115231775,CTCF_amp x PPP2CB_del,0.05227125,0.9693171579838807,0.3582338213263069
ESR2,Camptothecin,16,144,22,0.5483867207501982,1.2244785912160274,ESR2_amp x NRIP1_del,0.059637772,0.9708253183168545,0.3582338213263069
PALLD,Camptothecin,79,702,87,0.545798266,1.556988204321187,GNAS_amp x PALLD_del,0.027733954,0.9519162579049932,0.3582338213263069
HLA-DQB1,Camptothecin,98,572,91,0.546363334,1.8671720707765875,FLT3_amp x HLA-DQB1_amp,0.013577753790697525,0.9066960670040276,0.3582338213263069
FOXA1,Camptothecin,79,702,117,0.5432804844024202,1.582399021036855,ERRFI1_del x FOXA1_del,0.026157786,0.9519162579049932,0.35862901434462263
MAFB,Camptothecin,98,855,168,0.543309702,2.004107007358464,MAFB_amp x MS4A1_amp,0.009905878,0.9057340887843385,0.35862901434462263
C8orf34,Camptothecin,5,45,6,0.5410693398934749,1.0451006729474284,C8orf34_amp x CBL_amp,0.090136217,0.9732223939314967,0.3596173803857056
SLX4,Camptothecin,9,81,10,0.5271082440259818,1.005386189480029,ERCC1_amp x SLX4_mut,0.098767443,0.9732223939314967,0.35962401526181864
MSH3,Camptothecin,34,303,44,0.5396653382429376,1.262118981359699,CKS1B_amp x MSH3_amp,0.054686612,0.9693171579838807,0.35962401526181864
